day,time_slot,is_festival,is_holiday,location_type,city_type,nearby_transport,upcoming_festival,crowd_percentage
Monday,09:00-09:30,No,No,Residential,Tier I,None,No,0.7178473127269774
Saturday,18:00-18:30,Yes,Yes,Market,Tier I,None,No,0.10163420361428832
Thursday,01:30-02:00,Yes,No,Office Area,Tier II,Airport,Yes,0.05938788778572346
Sunday,15:00-15:30,No,Yes,Commercial,Tier I,Railway Station,Yes,0.7856926921878878
Sunday,06:30-07:00,No,No,Commercial,Tier III,Bus Stand,Yes,0.004513140576666852
Sunday,11:00-11:30,Yes,Yes,Residential,Tier III,Bus Stand,Yes,0.40205484132301783
Monday,11:00-11:30,Yes,No,Residential,Tier II,Airport,Yes,0.6917768304602641
Thursday,18:30-19:00,No,Yes,Commercial,Tier III,None,No,0.5117524261044745
Monday,10:00-10:30,No,No,Office Area,Tier I,Airport,No,0.025631844196967624
Tuesday,23:00-23:30,Yes,Yes,Office Area,Tier II,Railway Station,No,0.9537123533131403
Saturday,10:00-10:30,Yes,Yes,Office Area,Tier I,Airport,Yes,0.724160432622958
Saturday,17:30-18:00,Yes,Yes,Office Area,Tier II,None,No,0.04653359919823041
Friday,20:00-20:30,Yes,No,Commercial,Tier II,Bus Stand,No,0.5717342273010534
Thursday,01:00-01:30,No,Yes,Office Area,Tier III,None,Yes,0.43957429624131383
Tuesday,19:00-19:30,No,No,Commercial,Tier III,Bus Stand,No,0.8629524623011302
Tuesday,02:00-02:30,No,Yes,Market,Tier III,Bus Stand,Yes,0.14825710989610597
Monday,13:30-14:00,Yes,No,Market,Tier I,Airport,No,0.8994129406306376
Sunday,01:30-02:00,No,No,Commercial,Tier II,Railway Station,Yes,0.05516558274524086
Wednesday,23:30-00:00,No,Yes,Residential,Tier II,Railway Station,Yes,0.13673524664122916
Friday,16:30-17:00,No,No,Residential,Tier III,Airport,Yes,0.5299132079552308
Thursday,00:30-01:00,Yes,Yes,Market,Tier I,Railway Station,No,0.3929723839604856
Monday,11:30-12:00,Yes,Yes,Commercial,Tier I,None,No,0.36912244767495916
Friday,04:30-05:00,Yes,Yes,Office Area,Tier III,None,No,0.13102448643309372
Sunday,10:00-10:30,Yes,Yes,Commercial,Tier III,Airport,Yes,0.3832122093676067
Wednesday,01:00-01:30,No,Yes,Office Area,Tier I,None,No,0.42008942337413857
Saturday,20:30-21:00,No,No,Commercial,Tier III,Airport,No,0.049305085425634054
Friday,20:30-21:00,Yes,No,Commercial,Tier III,None,No,0.269926040952007
Wednesday,00:30-01:00,Yes,No,Office Area,Tier III,Bus Stand,No,0.16125038005520165
Sunday,00:30-01:00,No,No,Commercial,Tier I,Bus Stand,Yes,0.6051668444692068
Sunday,06:30-07:00,No,No,Office Area,Tier I,Airport,No,0.11770224310323996
Wednesday,22:00-22:30,Yes,No,Market,Tier III,None,Yes,0.04346104683758778
Sunday,22:30-23:00,No,No,Market,Tier III,Airport,No,0.8928929562490089
Saturday,01:00-01:30,Yes,Yes,Market,Tier I,Airport,No,0.44597228760083474
Wednesday,17:30-18:00,No,No,Office Area,Tier II,Railway Station,Yes,0.8220138430415623
Monday,06:00-06:30,No,No,Commercial,Tier III,Railway Station,No,0.19459078878526082
Thursday,06:00-06:30,No,No,Commercial,Tier III,Bus Stand,No,0.7761133648545282
Wednesday,11:00-11:30,Yes,No,Market,Tier II,Bus Stand,No,0.4379695115737665
Saturday,09:00-09:30,Yes,No,Market,Tier III,Airport,Yes,0.021856073295592138
Friday,08:30-09:00,No,Yes,Residential,Tier II,Railway Station,Yes,0.32747901235772936
Friday,01:00-01:30,No,No,Office Area,Tier II,Bus Stand,No,0.13832511959983596
Tuesday,23:30-00:00,No,Yes,Office Area,Tier III,Bus Stand,Yes,0.5025638473915962
Tuesday,02:30-03:00,No,No,Market,Tier III,Airport,Yes,0.726746837655051
Monday,05:00-05:30,Yes,Yes,Residential,Tier II,Airport,No,0.3324597957264048
Saturday,21:30-22:00,Yes,Yes,Residential,Tier I,Airport,Yes,0.8815304273779753
Saturday,00:00-00:30,Yes,No,Residential,Tier I,None,Yes,0.07979997222729818
Saturday,10:30-11:00,Yes,Yes,Commercial,Tier I,Airport,No,0.7153612776784315
Monday,02:30-03:00,Yes,No,Residential,Tier I,Bus Stand,No,0.17177800186059122
Tuesday,14:00-14:30,No,No,Residential,Tier III,Airport,Yes,0.24497529568889975
Tuesday,17:30-18:00,Yes,No,Residential,Tier I,Airport,No,0.5830860971181879
Monday,01:30-02:00,Yes,No,Commercial,Tier III,Bus Stand,No,0.9195652224045718
Sunday,12:30-13:00,No,No,Market,Tier I,None,No,0.4238958572875412
Sunday,02:30-03:00,Yes,Yes,Office Area,Tier I,Railway Station,No,0.8021317561816916
Tuesday,10:30-11:00,Yes,No,Residential,Tier I,Airport,No,0.44168723581375324
Thursday,12:30-13:00,No,Yes,Commercial,Tier II,Railway Station,No,0.16017367925784098
Tuesday,05:00-05:30,Yes,Yes,Residential,Tier II,None,No,0.31265279226217213
Thursday,13:30-14:00,No,Yes,Commercial,Tier I,Airport,No,0.2226244925519263
Wednesday,09:00-09:30,No,Yes,Market,Tier II,Bus Stand,Yes,0.33549869659101417
Saturday,01:00-01:30,Yes,Yes,Commercial,Tier II,Bus Stand,Yes,0.8902226298167948
Wednesday,16:00-16:30,Yes,Yes,Residential,Tier II,Airport,No,0.48074401661705546
Sunday,07:30-08:00,Yes,No,Commercial,Tier III,Bus Stand,No,0.18984482125575197
Thursday,17:00-17:30,Yes,Yes,Market,Tier III,None,Yes,0.9605107257917613
Friday,02:00-02:30,Yes,Yes,Office Area,Tier III,Railway Station,No,0.1622884258090571
Saturday,14:30-15:00,Yes,No,Residential,Tier I,Railway Station,No,0.8957221846133685
Friday,23:00-23:30,Yes,Yes,Market,Tier I,Bus Stand,No,0.48663199364863907
Thursday,15:30-16:00,No,No,Residential,Tier II,Bus Stand,Yes,0.18681328462098612
Thursday,16:30-17:00,Yes,No,Commercial,Tier III,None,Yes,0.28024365919428507
Wednesday,15:30-16:00,No,No,Market,Tier II,Airport,No,0.23277329712150863
Wednesday,09:00-09:30,No,No,Market,Tier II,Bus Stand,No,0.07921795273617227
Saturday,09:30-10:00,Yes,Yes,Commercial,Tier III,Bus Stand,Yes,0.3897856643522214
Saturday,13:00-13:30,Yes,No,Market,Tier I,Railway Station,No,0.30713791548880776
Thursday,16:00-16:30,Yes,No,Commercial,Tier II,None,No,0.9581872515771107
Sunday,17:00-17:30,No,No,Market,Tier II,None,Yes,0.9800300739178974
Sunday,03:00-03:30,No,No,Market,Tier II,Airport,No,0.7419771676986497
Wednesday,01:00-01:30,No,No,Office Area,Tier II,None,No,0.06416737650874171
Monday,23:30-00:00,No,Yes,Office Area,Tier I,Bus Stand,No,0.37444545820219755
Thursday,17:30-18:00,Yes,No,Residential,Tier III,Railway Station,No,0.2777930265412665
Saturday,20:30-21:00,No,Yes,Commercial,Tier II,Airport,No,0.3906006654031843
Tuesday,18:30-19:00,No,Yes,Commercial,Tier II,Railway Station,No,0.9807187840834997
Friday,08:00-08:30,Yes,Yes,Office Area,Tier III,Railway Station,No,0.2966794234153657
Saturday,22:30-23:00,Yes,No,Residential,Tier I,Bus Stand,No,0.9228186726159271
Saturday,17:30-18:00,Yes,Yes,Market,Tier III,Airport,Yes,0.35987551921015426
Saturday,03:30-04:00,Yes,Yes,Commercial,Tier I,None,Yes,0.594556872994784
Sunday,22:30-23:00,Yes,Yes,Commercial,Tier I,Railway Station,Yes,0.16144966981772735
Sunday,21:00-21:30,No,Yes,Residential,Tier II,None,Yes,0.4610961590132655
Thursday,17:30-18:00,No,Yes,Office Area,Tier I,Railway Station,No,0.6615357355051369
Tuesday,09:00-09:30,Yes,No,Office Area,Tier I,Railway Station,Yes,0.5000341713565599
Friday,19:00-19:30,No,No,Office Area,Tier I,Railway Station,No,0.3654664063607883
Thursday,14:00-14:30,Yes,Yes,Commercial,Tier III,Airport,No,0.32386170159422434
Saturday,15:30-16:00,Yes,No,Office Area,Tier II,Railway Station,No,0.6647682688464487
Tuesday,23:30-00:00,No,Yes,Office Area,Tier I,Airport,No,0.8763718395042359
Tuesday,05:30-06:00,No,No,Residential,Tier I,Bus Stand,Yes,0.06570887616436716
Sunday,07:30-08:00,No,Yes,Office Area,Tier II,None,No,0.18308131718725051
Monday,01:30-02:00,Yes,Yes,Office Area,Tier III,Railway Station,Yes,0.9627831359822029
Tuesday,17:00-17:30,Yes,Yes,Commercial,Tier I,Bus Stand,Yes,0.11799180787663888
Wednesday,19:30-20:00,No,No,Office Area,Tier III,None,No,0.9125043542342427
Saturday,16:00-16:30,Yes,Yes,Office Area,Tier I,None,Yes,0.004078659075574809
Monday,05:00-05:30,No,Yes,Office Area,Tier I,None,Yes,0.1413002265094404
Sunday,14:00-14:30,Yes,No,Commercial,Tier III,Bus Stand,No,0.2627069235974899
Thursday,00:00-00:30,Yes,No,Residential,Tier I,None,Yes,0.9602904262603007
Sunday,02:30-03:00,Yes,Yes,Office Area,Tier I,Railway Station,No,0.9434887122136856
Saturday,23:00-23:30,Yes,No,Office Area,Tier II,Bus Stand,Yes,0.00599036050737789
Thursday,08:30-09:00,Yes,Yes,Commercial,Tier III,Airport,Yes,0.3425984317455859
Thursday,12:00-12:30,Yes,Yes,Office Area,Tier I,Railway Station,Yes,0.9245420911143633
Friday,03:00-03:30,Yes,Yes,Market,Tier II,Airport,Yes,0.5461886979137267
Monday,17:30-18:00,No,Yes,Office Area,Tier I,Railway Station,Yes,0.5552253511772759
Friday,15:30-16:00,No,No,Residential,Tier I,Airport,Yes,0.0880661612326814
Sunday,08:30-09:00,Yes,Yes,Commercial,Tier I,Airport,No,0.6040796473601071
Wednesday,23:30-00:00,No,No,Market,Tier I,None,No,0.01969616489192505
Monday,22:00-22:30,Yes,Yes,Office Area,Tier I,None,No,0.546630450105367
Tuesday,17:30-18:00,No,No,Commercial,Tier II,Railway Station,No,0.16536085004079648
Tuesday,03:30-04:00,Yes,No,Residential,Tier I,Bus Stand,Yes,0.24479458445026703
Thursday,20:00-20:30,Yes,Yes,Residential,Tier I,Airport,No,0.9969507322341538
Tuesday,01:00-01:30,Yes,No,Commercial,Tier I,Airport,No,0.3699654079218482
Sunday,05:00-05:30,No,Yes,Commercial,Tier III,None,No,0.9818052056436317
Saturday,17:00-17:30,No,No,Market,Tier I,Railway Station,No,0.41345416114897104
Thursday,17:00-17:30,Yes,No,Commercial,Tier I,Bus Stand,Yes,0.1116651204333653
Tuesday,16:30-17:00,No,Yes,Office Area,Tier II,None,Yes,0.20375306523163572
Saturday,02:00-02:30,Yes,No,Commercial,Tier II,Bus Stand,Yes,0.4881859663765
Wednesday,22:30-23:00,Yes,No,Office Area,Tier III,Railway Station,No,0.7820371343789497
Tuesday,01:30-02:00,No,Yes,Office Area,Tier I,Airport,Yes,0.1633608524286413
Tuesday,23:30-00:00,No,No,Market,Tier II,Bus Stand,No,0.69210419536502
Friday,00:00-00:30,No,Yes,Commercial,Tier III,Airport,No,0.14309552641606182
Saturday,11:00-11:30,Yes,Yes,Commercial,Tier II,Airport,No,0.7367303273837001
Monday,15:00-15:30,No,Yes,Office Area,Tier I,Bus Stand,Yes,0.6118548569276486
Wednesday,13:00-13:30,Yes,No,Residential,Tier II,Railway Station,Yes,0.8185250406777234
Monday,15:30-16:00,No,No,Residential,Tier I,Airport,Yes,0.7023815853349172
Tuesday,07:30-08:00,Yes,Yes,Market,Tier III,None,Yes,0.8263591068648859
Monday,15:00-15:30,No,No,Residential,Tier II,Airport,Yes,0.002995232233037326
Tuesday,09:00-09:30,No,Yes,Office Area,Tier I,Railway Station,Yes,0.9482471976774329
Thursday,19:30-20:00,Yes,No,Office Area,Tier I,Railway Station,No,0.706219407058639
Wednesday,12:30-13:00,Yes,Yes,Market,Tier I,Airport,No,0.299712914653134
Sunday,00:00-00:30,Yes,No,Commercial,Tier II,None,Yes,0.2083089120334486
Saturday,16:30-17:00,Yes,Yes,Office Area,Tier II,Airport,No,0.9893324912769035
Monday,06:00-06:30,No,No,Office Area,Tier II,Airport,No,0.11370669787162335
Sunday,12:30-13:00,Yes,Yes,Market,Tier II,Railway Station,No,0.36424958427206744
Thursday,05:30-06:00,No,Yes,Market,Tier II,Airport,No,0.20397861413472096
Wednesday,03:30-04:00,No,No,Residential,Tier III,Railway Station,No,0.6431484019928632
Thursday,01:30-02:00,No,Yes,Market,Tier II,None,Yes,0.8893805797202173
Friday,12:00-12:30,Yes,Yes,Market,Tier III,Bus Stand,No,0.7597580818120424
Thursday,13:30-14:00,No,No,Residential,Tier III,Airport,No,0.5402712557402551
Thursday,05:30-06:00,No,Yes,Office Area,Tier I,Bus Stand,No,0.46221931472730804
Saturday,20:30-21:00,No,Yes,Residential,Tier II,Airport,Yes,0.2297388007712473
Thursday,08:30-09:00,Yes,No,Market,Tier II,Airport,No,0.10652839086662969
Tuesday,14:00-14:30,No,No,Commercial,Tier I,None,Yes,0.5988508947345649
Thursday,06:00-06:30,No,Yes,Market,Tier I,Airport,Yes,0.7733657890928903
Wednesday,22:00-22:30,Yes,Yes,Market,Tier I,None,Yes,0.3659354133005118
Tuesday,22:00-22:30,Yes,No,Market,Tier III,Bus Stand,Yes,0.005589869317310869
Tuesday,17:00-17:30,Yes,Yes,Residential,Tier III,Airport,No,0.2655209674890302
Sunday,13:00-13:30,No,No,Commercial,Tier III,Airport,Yes,0.38675469683053354
Sunday,01:00-01:30,No,Yes,Office Area,Tier II,Bus Stand,No,0.9410522449794891
Wednesday,08:00-08:30,No,No,Residential,Tier II,None,No,0.8259541997344122
Thursday,04:00-04:30,No,Yes,Market,Tier II,Airport,Yes,0.4576193416573622
Monday,01:00-01:30,No,Yes,Market,Tier II,Bus Stand,Yes,0.07271016950236808
Thursday,10:00-10:30,No,Yes,Residential,Tier I,Airport,No,0.6383827793076265
Friday,08:00-08:30,Yes,No,Market,Tier III,Railway Station,No,0.284101928413349
Wednesday,15:00-15:30,Yes,No,Market,Tier I,Bus Stand,No,0.4708281782965128
Thursday,23:00-23:30,No,Yes,Market,Tier III,Airport,No,0.4865372272480255
Tuesday,15:00-15:30,No,No,Residential,Tier II,Bus Stand,Yes,0.3068355073510668
Tuesday,11:00-11:30,No,Yes,Market,Tier III,Railway Station,Yes,0.6208680691917711
Monday,00:30-01:00,No,No,Commercial,Tier II,Bus Stand,Yes,0.4560252914446764
Saturday,16:00-16:30,No,No,Market,Tier III,Airport,No,0.7380433002990809
Monday,20:00-20:30,No,No,Market,Tier II,None,No,0.6809333588943935
Monday,00:30-01:00,Yes,Yes,Residential,Tier II,Railway Station,Yes,0.4191194357514767
Friday,17:30-18:00,No,No,Commercial,Tier III,Railway Station,Yes,0.3116495131500493
Wednesday,05:30-06:00,No,No,Office Area,Tier II,None,Yes,0.05177994319569135
Monday,15:00-15:30,No,No,Residential,Tier I,Airport,Yes,0.32746443243319723
Saturday,02:00-02:30,Yes,Yes,Market,Tier I,Airport,No,0.5308922298780834
Tuesday,00:30-01:00,No,No,Commercial,Tier III,Railway Station,No,0.6267090803667921
Sunday,06:30-07:00,No,Yes,Office Area,Tier II,None,No,0.4442455656931996
Wednesday,09:00-09:30,No,No,Market,Tier II,Railway Station,Yes,0.5727553647211987
Sunday,17:00-17:30,Yes,No,Residential,Tier II,Railway Station,Yes,0.534133825988136
Saturday,16:30-17:00,Yes,No,Office Area,Tier II,Bus Stand,Yes,0.4104508824015437
Sunday,18:00-18:30,Yes,No,Commercial,Tier III,Airport,Yes,0.48925220524815694
Monday,18:00-18:30,No,No,Office Area,Tier III,Airport,Yes,0.10752265871301914
Sunday,08:30-09:00,No,No,Office Area,Tier II,Railway Station,No,0.9862535675829921
Saturday,17:30-18:00,No,No,Residential,Tier II,None,No,0.763437203722797
Tuesday,07:00-07:30,Yes,Yes,Office Area,Tier II,Railway Station,Yes,0.32929879106847515
Tuesday,01:00-01:30,No,Yes,Residential,Tier III,Bus Stand,No,0.19443357856390764
Monday,08:00-08:30,No,Yes,Residential,Tier III,None,No,0.8982692414906478
Monday,19:30-20:00,No,Yes,Commercial,Tier II,Bus Stand,Yes,0.21105964109540842
Thursday,01:00-01:30,No,No,Commercial,Tier III,Bus Stand,Yes,0.2762045426406725
Friday,18:30-19:00,No,Yes,Market,Tier II,Airport,No,0.3298498596328606
Monday,04:30-05:00,Yes,Yes,Office Area,Tier II,Bus Stand,No,0.07038311228363126
Tuesday,12:30-13:00,Yes,No,Commercial,Tier II,Airport,No,0.9173431265785614
Sunday,23:30-00:00,Yes,Yes,Commercial,Tier II,Railway Station,No,0.29236010759931086
Friday,04:00-04:30,No,No,Office Area,Tier II,None,Yes,0.9924315381534602
Saturday,10:00-10:30,Yes,Yes,Residential,Tier III,Railway Station,Yes,0.6158780650985064
Monday,03:30-04:00,No,Yes,Residential,Tier I,None,Yes,0.12257166409504183
Tuesday,13:00-13:30,No,No,Office Area,Tier II,Railway Station,No,0.6210661316359318
Thursday,19:30-20:00,Yes,Yes,Office Area,Tier II,Airport,Yes,0.854543373705518
Wednesday,22:30-23:00,No,Yes,Office Area,Tier I,None,Yes,0.3880962768455616
Saturday,15:00-15:30,No,No,Residential,Tier III,Railway Station,Yes,0.3655911616895774
Saturday,20:30-21:00,Yes,Yes,Market,Tier III,None,Yes,0.6073221673079687
Tuesday,07:00-07:30,Yes,Yes,Residential,Tier I,Airport,Yes,0.6094870860795415
Friday,05:30-06:00,Yes,No,Residential,Tier II,Airport,No,0.04930101664991482
Tuesday,08:30-09:00,Yes,No,Market,Tier III,Bus Stand,Yes,0.9972461050221999
Friday,17:30-18:00,No,Yes,Office Area,Tier III,Airport,No,0.7252000797891581
Saturday,23:30-00:00,Yes,Yes,Residential,Tier III,Railway Station,No,0.9029131863453735
Friday,10:30-11:00,No,Yes,Residential,Tier II,Railway Station,Yes,0.6311714045802087
Thursday,15:30-16:00,No,No,Market,Tier I,Bus Stand,Yes,0.3431547710935884
Tuesday,04:00-04:30,No,No,Commercial,Tier I,None,No,0.06707606955766587
Thursday,16:30-17:00,No,Yes,Residential,Tier I,Bus Stand,Yes,0.5545213037443458
Monday,08:30-09:00,Yes,Yes,Market,Tier II,None,Yes,0.7255432795911517
Wednesday,07:30-08:00,Yes,No,Commercial,Tier II,Bus Stand,No,0.5305954673446376
Friday,23:00-23:30,No,No,Market,Tier I,Bus Stand,No,0.921651317226862
Wednesday,00:00-00:30,Yes,No,Commercial,Tier I,Airport,No,0.7812942110050766
Thursday,19:30-20:00,Yes,Yes,Residential,Tier III,Airport,Yes,0.5469646600547744
Tuesday,18:30-19:00,No,No,Market,Tier II,Airport,No,0.999903696039254
Sunday,06:00-06:30,Yes,Yes,Residential,Tier III,Airport,No,0.35118669670936764
Friday,10:30-11:00,Yes,Yes,Market,Tier I,Bus Stand,Yes,0.12459037616408108
Wednesday,13:30-14:00,Yes,No,Office Area,Tier I,Railway Station,No,0.0869919749015281
Thursday,05:00-05:30,Yes,No,Residential,Tier II,Railway Station,Yes,0.03879757594959998
Saturday,10:00-10:30,Yes,No,Office Area,Tier I,None,Yes,0.0443730460307562
Friday,02:00-02:30,Yes,No,Commercial,Tier II,None,Yes,0.33510337414244884
Tuesday,15:00-15:30,Yes,Yes,Commercial,Tier III,Bus Stand,No,0.4443132274678625
Monday,16:30-17:00,Yes,Yes,Commercial,Tier III,Airport,Yes,0.4068676631720315
Sunday,06:00-06:30,No,No,Residential,Tier I,Railway Station,No,0.1327456010576531
Saturday,22:30-23:00,No,Yes,Office Area,Tier III,None,Yes,0.011548332528119265
Thursday,06:30-07:00,No,No,Office Area,Tier III,Railway Station,Yes,0.28566822361031063
Tuesday,09:30-10:00,No,Yes,Residential,Tier II,Bus Stand,Yes,0.5145907420874065
Sunday,19:30-20:00,No,Yes,Office Area,Tier II,Airport,No,0.4106710792157109
Sunday,06:00-06:30,Yes,No,Residential,Tier II,Railway Station,Yes,0.7289406077029011
Saturday,13:30-14:00,No,Yes,Commercial,Tier II,Railway Station,Yes,0.5679501221996456
Wednesday,12:00-12:30,Yes,No,Market,Tier III,Railway Station,No,0.7252944037135234
Monday,21:30-22:00,No,No,Residential,Tier II,Bus Stand,Yes,0.8285793231129513
Saturday,07:30-08:00,Yes,No,Market,Tier III,None,No,0.37461078266972025
Monday,23:00-23:30,Yes,Yes,Residential,Tier III,Airport,No,0.32956382474124035
Saturday,12:30-13:00,Yes,No,Market,Tier II,Airport,No,0.3558990016569884
Saturday,23:30-00:00,Yes,Yes,Market,Tier I,None,Yes,0.6763318431508855
Sunday,23:30-00:00,No,Yes,Commercial,Tier I,Bus Stand,No,0.521314739146929
Wednesday,09:30-10:00,No,No,Office Area,Tier I,Airport,No,0.451061145095232
Wednesday,21:00-21:30,No,Yes,Office Area,Tier III,None,No,0.8280134370471323
Friday,12:30-13:00,Yes,No,Market,Tier III,Railway Station,Yes,0.6747457943852434
Tuesday,17:30-18:00,Yes,Yes,Commercial,Tier I,None,No,0.2606621969035521
Thursday,23:30-00:00,No,No,Commercial,Tier III,Airport,No,0.8456249006209619
Sunday,08:30-09:00,No,No,Commercial,Tier III,None,Yes,0.5963701393392737
Thursday,07:30-08:00,Yes,No,Market,Tier II,Airport,Yes,0.7006937812862357
Tuesday,00:30-01:00,Yes,Yes,Residential,Tier I,None,Yes,0.19556869279855515
Sunday,16:30-17:00,No,Yes,Office Area,Tier I,Airport,Yes,0.2968757121391008
Saturday,09:00-09:30,Yes,No,Commercial,Tier III,Airport,No,0.3524435672801258
Wednesday,09:30-10:00,No,Yes,Market,Tier II,Railway Station,Yes,0.46251525546488137
Thursday,02:00-02:30,Yes,Yes,Market,Tier II,Railway Station,Yes,0.43541442940746866
Sunday,00:00-00:30,No,Yes,Commercial,Tier I,Airport,Yes,0.35856875721563775
Thursday,19:30-20:00,Yes,Yes,Market,Tier II,Railway Station,No,0.572404508225137
Sunday,06:00-06:30,No,No,Residential,Tier III,Bus Stand,Yes,0.5299856099885427
Saturday,11:30-12:00,No,No,Office Area,Tier II,Bus Stand,No,0.5931711745243966
Sunday,09:30-10:00,No,Yes,Office Area,Tier I,Bus Stand,No,0.6295812481923234
Wednesday,05:00-05:30,No,No,Commercial,Tier I,Bus Stand,No,0.487168235422323
Tuesday,13:30-14:00,Yes,Yes,Residential,Tier III,Bus Stand,Yes,0.4419550326779157
Saturday,16:00-16:30,No,No,Residential,Tier III,Airport,Yes,0.14688868422042356
Friday,00:30-01:00,No,No,Market,Tier III,None,Yes,0.05491111171621221
Monday,06:30-07:00,Yes,No,Residential,Tier II,None,No,0.01677068370826773
Monday,19:00-19:30,No,Yes,Market,Tier II,Airport,No,0.7817294023358199
Monday,22:30-23:00,No,No,Office Area,Tier II,Airport,No,0.20549014595630377
Wednesday,11:00-11:30,No,No,Residential,Tier III,Airport,Yes,0.2659453583775345
Friday,00:00-00:30,Yes,Yes,Market,Tier III,Bus Stand,Yes,0.811040261461087
Friday,10:30-11:00,No,Yes,Commercial,Tier III,Airport,Yes,0.6855379150460442
Tuesday,06:00-06:30,No,Yes,Office Area,Tier III,Airport,Yes,0.07434459728719855
Thursday,19:30-20:00,No,No,Market,Tier III,None,Yes,0.48048346981456214
Wednesday,19:30-20:00,Yes,Yes,Office Area,Tier II,None,Yes,0.7440476702864779
Sunday,05:30-06:00,No,No,Office Area,Tier III,Railway Station,No,0.7802760561570017
Friday,18:00-18:30,Yes,No,Commercial,Tier III,Bus Stand,No,0.997616989456094
Friday,00:30-01:00,Yes,Yes,Market,Tier I,Bus Stand,No,0.4204827604000303
Saturday,15:00-15:30,Yes,No,Office Area,Tier II,None,No,0.26327783374539626
Wednesday,07:00-07:30,No,No,Market,Tier II,Bus Stand,No,0.9951111929833879
Wednesday,04:30-05:00,No,Yes,Market,Tier II,Airport,No,0.6205899104605959
Sunday,23:00-23:30,No,Yes,Commercial,Tier I,Airport,No,0.3742593877814483
Friday,04:30-05:00,No,No,Residential,Tier III,Airport,Yes,0.4072590064157502
